ADDRESS,BRAND,CODE,DISTRICT,LATITUDE,LOCATION,LONGITUDE
Mattegoda,Laugf,Mattegoda,Colombo,6.8135488,Mattegoda,79.9724245
Moratuwa,Laugf,Moratuwa,Colombo,6.7879304,Moratuwa,79.8851142
Negombo,Laugf,Negombo,Gampaha,7.2055208,Negombo,79.8512562
Nugegoda,Laugf,Nugegoda,Colombo,6.8649081,Nugegoda,79.8996789
Pelawatta,Laugf,Pelawatta,Kalutara,6.40053,Pelawatta,80.2120618
Pepiliyana,Laugf,Pepiliyana,Colombo,6.8562846,Pepiliyana,79.8890356
Pitakotte,Laugf,Pitakotte,Colombo,6.8808992,Pitakotte,79.9052768
Raddolugama,Laugf,Raddolugama,Gampaha,7.1406334,Raddolugama,79.9013603
Rajagiriya,Laugf,Rajagiriya,Colombo,6.9094108,Rajagiriya,79.8942538
Rathmalana,Laugf,Rathmalana,Colombo,6.8195453,Rathmalana,79.8800832
Seeduwa,Laugf,Seeduwa,Gampaha,7.1247085,Seeduwa,79.8750028
Wattala,Laugf,Wattala,Gampaha,6.9906677,Wattala,79.8931709
Wellawatta,Laugf,Wellawatta,Colombo,6.8755308,Wellawatta,79.8609984
Werahera,Laugf,Werahera,Colombo,6.8280052,Werahera,79.9052768
"No39, Perera Mawatha , Kotuwegoda",Cargills,1744,Colombo,6.9123236,EX RAJAGIRIYA FAIRWAY,79.9041156
