CODE,LOCATION,ADDRESS,LATITUDE,LONGITUDE,BRAND
A31,Kandana Daily,"88 Negombo Rd, Kandana",7.0512105,79.8940493,Arpico
A32,Mulleriyawa Daily,"Mulleriyawa, Colombo",6.9369712,79.9799444,Arpico
A33,Chilaw Daily,Chilaw,7.5764624,79.7958755,Arpico
A34,Ambatenna Daily,"48 Matale Rd, Ambatenna",7.3481636,80.6140162,Arpico
A35,Watareka Daily,"Avissawella Rd, Padukka",6.8558974,80.0634892,Arpico
A36,Rathnapura Main Arpico Daily,Arpico Daily - Ratnapura,6.6808602,80.4104634,Arpico
A37,Anuradhapura Arpico Daily,"Anuradhapura, Sri Lanka",8.35647,80.41726,Arpico
A38,Pelmadulla Arpico Daily,"Pelmadulla Division, Ratnapura, Sri Lanka",6.6234616,80.5431388,Arpico
A39,Battaramulla SC,Battaramulla SC,6.8979941,79.9222869,Arpico
A40,Arpico SuperCentre Dehiwala,Arpico SuperCentre Dehiwala,6.846739,79.8662806,Arpico
A41,Arpico SuperCentre Gampaha,Arpico SuperCentre Gampaha,7.091704,79.99962,Arpico
A42,Arpico SuperCentre Wellawatte,Arpico SuperCentre Wellawatte,6.8740921,79.8604934,Arpico
A43,Arpico SuperCentre Negombo,Arpico SuperCentre Negombo,7.207204,79.843088,Arpico
A44,Arpico SuperCentre Kandy,Arpico SuperCentre Kandy,7.2808433,80.6204147,Arpico
A45,Arpico SuperCentre Piliyandala,Arpico SuperCentre Piliyandala,6.7985816,79.9297499,Arpico
A46,Arpico SuperCentre Kalutara,Arpico SuperCentre Kalutara,6.5587753,79.9685209,Arpico
A47,Arpico SuperCentre Gelioya,Arpico SuperCentre Gelioya,7.2153151,80.5979973,Arpico
A48,Arpico SuperCentre Haloluwa,Arpico SuperCentre Haloluwa,7.3018682,80.593833,Arpico
1017,FC STAPLES STREET,"21,  Staples  Street,  Colombo  02",6.9201578,79.8558913,Cargills
1018,FC KANDY,"3 ,  Dalada  Veedia ,  Kandy .",7.2928882,80.6369967,Cargills
1033,FC MAJESTIC CITY,"Majestic  City  ,  10 , Station Road , Colombo  04",6.8939546,79.8547111,Cargills
1015,FC BANDARAWELA,"7 , Welimada  Road ,  Bandarawella",6.8310177,80.9883808,Cargills
1020,FC NUWARA ELIYA,"90 , Kandy  Road ,  Nuwaraeliya .",6.9759987,80.7657155,Cargills
1005,FC FORT,"40 , York Street ,  Fort ,  Colombo  01",6.9364053,79.8448963,Cargills
1076,FC KURUNEGALA,"44 , Negombo  Road , Kurunegala .",7.4884538,80.3608299,Cargills
1083,FC MATARA,"60 , Anagarika Dharmapala Mw , Matara .",5.9494158,80.5447271,Cargills
1084,FC WATTALA,"315 , Negombo  Road , Wattala .",6.9849037,79.8885137,Cargills
1106,FC DEHIWALA,"65 A ,  Galle  Road , Dehiwala .",6.8776684,79.860453,Cargills
1104,FC RATNAPURA,"Municipal Commercial Complex ,Old Bus Stand Site,Nagarasaba Pedesa, Ratnapura",6.7055742,80.3847345,Cargills
1105,FC COLPETTY,"407 , Galle  Road , Colpetty .",6.9026651,79.8525143,Cargills
1107,EX THIMBIRIGASYAYA,"90 , Thimbirigasyaya   Road , Colombo 05",6.8909812,79.8665045,Cargills
1201,EX MATARA,"No. 1,  Bus Stand Site, Matara",5.9496309,80.5468529,Cargills
1301,EX MALIGAWATTE,"301, Pradeepa Mawatha, Colombo 10",6.9351549,79.8713299,Cargills
1111,FC KEGALLE,"447 / 2 , Kandy  Road , Kegalla .",7.2546277,80.3551265,Cargills
1114,FC ALUTHGAMA,"303 , Main  Street , Aluthgama .",6.4345732,80.0003875,Cargills
1108,FC KOTAHENA,"108 , George R. de Silva  Mw , Kotahena .",6.9477493,79.8613645,Cargills
1117,FC AMBALANGODA,"98 A , New Road , Ambalangoda .",6.2441521,80.0590804,Cargills
1109,FC PARK ROAD,"213 , Park  Road , Off Elvitigala Mw , Colombo 05",6.8878632,79.8730399,Cargills
1115,FC BERUWELA,"162 ,  Galle  Road , Beruwela .",6.4672736,79.9867004,Cargills
1113,FC KATUGASTOTA,"271 A , Katugastota  Road , Kandy .",7.314142,80.6316726,Cargills
1133,FC WARAKAPOLA,"97 , Kandy  Road , Warakapola",7.2285555,80.200415,Cargills
1303,EX ALEXANDRA PLACE,"75, C.W.W. Kannangara Mw. Colombo 7",6.9113706,79.8649632,Cargills
1124,FC MATALE,"99 A , King  Street , Mathale",7.4710132,80.6227733,Cargills
1305,EX HAVELOCK ROAD,"323, Havelock Rd. Coombo 6",6.8822655,79.8694338,Cargills
1116,FC AVISSAWELLA,"91 ,  Ratnapura  Road , Avissawella .",6.9287031,80.2171978,Cargills
1121,FC GALLE,"24 & 26 ,  Gamini  Mawatha , Galle ",6.0331557,80.2155487,Cargills
1130,FC MOUNT LAVINIA STC,"270 , Galle  Road , Mount Lavinia .S.T.C",6.8255056,79.8724769,Cargills
1138,FC EMBILIPITIYA,"51 , Nonagama   Road , Embilipitiya .",6.3162324,80.8433145,Cargills
1120,FC ANURADHAPURA,"248 , Main street , Anuradhapura .",8.3191966,80.3990307,Cargills
1137,FC MUTUWAL,"54 /1 , Centre  Road, Mattakkuliya .",6.9716722,79.8786833,Cargills
1308,EX BAMBALAPITIYA,"762, Galle Rd. Colombo 4",6.8948345,79.8548386,Cargills
1139,FC BALANGODA,"157 , Old Road , Balangoda .",6.6668611,80.7048084,Cargills
1145,FC MARADANA,"585 , Maradana  Road , Maradana .",6.9326358,79.8602394,Cargills
1125,FC BADULLA,"18 , Dharmadutha Road, Badulla .",6.9880802,81.0601358,Cargills
1146,FC VAVUNIYA,"137, Kandy Road , Vauniya .",8.7523234,80.4978399,Cargills
1157,FC PILIMATALAWA,"178, Colombo Road , Pilimathalawa.",7.2651202,80.5579114,Cargills
1158,FC DAMBULLA,"643, Anuradhapura Road,  Dambulla",8.3110811,80.4222027,Cargills
1159,FC AKURANA,"281, Matale Road , Akurana.",7.369326,80.617162,Cargills
1150,FC HAMBANTOTA,"Thissa Road,  Hambanthota.",6.364285,81.3199063,Cargills
1164,FC HATTON,"171, Dimbulla Road  ,  Hatton.",6.8927975,80.5972816,Cargills
1170,FC KUNDASALE,"Bamunupola Watta,  Kundasale.",7.3654715,80.6042434,Cargills
1169,FC TANGALLE,"No.4,Mahawela Rd,  Tangalle.",6.0243383,80.7940726,Cargills
1187,FC KARAPITIYA,"Namal Traders, Karapitiya.",6.0705817,80.2251603,Cargills
1186,FC EHELIYAGODA,"No.44, Main Street , Eheliyagoda",6.8485638,80.26001,Cargills
1188,FC GAMPOLA,"No.8/8, Nawalapitiya Road, Gampola.",7.1644479,80.5708044,Cargills
1316,EX TRINCOMALEE,Linganagar Service station (MPCS),8.5768576,81.2098826,Cargills
1199,FC MAWANELLA,"No.22/C ,Kandy Road   Mawanella.",7.2535678,80.4476284,Cargills
1162,FC TRINCOMALEE,"No.190, Thirugnanasampanthan Street, Trincomalee.",8.5873638,81.2152121,Cargills
1278,FC KULIYAPITIYA,"No. 183 , Hettipola Road , Kuliyapitiya",7.4730749,80.0447041,Cargills
1279,FC BANDARAGAMA,"No. 51 , Panadura Road , Bandaragama .",6.7145042,79.989068,Cargills
1281,FC PANNALA,"No. 33, Kuliyapitiya Road,  Pannala.",7.330053,80.0254128,Cargills
1288,FC BATTICALOA,"No. 67, St. Anthonys Street,  Batticaloa",7.7142512,81.6951774,Cargills
1286,FC DHARGA TOWN,"No. 321/3,  Main Street,  Dhargatown",6.4447452,80.0168602,Cargills
1289,FC NAWALAPITIYA,"No. 51, Gampola Road,  Nawalapitiya.",7.2129247,80.5985304,Cargills
1294,FC AMPARA,"Reegal Cinama ,  Nidahas Mawatha , Ampara.",7.3017563,81.6747295,Cargills
1291,FC DICKMANS ROAD,"No. 15, Dickmans Road , Bambalapitiya.",6.8868953,79.8589319,Cargills
1292,FC GRANDPASS,"No. 130/C,  Layards Broadway,  Granpass,  Colombo  14.",6.9442148,79.8671381,Cargills
1297,FC MONERAGALA,"No. 105, Wellawaya Road,  Monaragala",6.8715767,81.3502161,Cargills
1298,FC IPALOGAMA,"Ranajayapura, Ipalogama.",8.0720588,80.5480118,Cargills
1412,FC PALMADULLA,"No.115, Rathnapura road, Pelmadulla.",6.9465934,80.2150728,Cargills
1419,FC JAWATTA,"No 60, Jawatta Road, Thimbirigasyaya.",6.8950029,79.8667171,Cargills
1411,FC DUPLICATION,"No. 450 E, R A De Mel Mawatha, Colombo 03",6.9023722,79.8544768,Cargills
1422,FC MANIPPAY,"No. 120 Jaffna Road, Manipay.",9.694305,80.0155851,Cargills
1432,FC KANNATHTHIDI,"No. 54, Kannathiddy Road, Jaffna",9.6711897,80.0116138,Cargills
1425,FC AKKARAIPATHTHU,"No.143/B 1, Kalmunai road, Akkaraipattru.",7.2209897,81.8499615,Cargills
1424,FC KALMUNEI,No. 1034/1 Kalmunai 14,7.4143831,81.8306334,Cargills
1433,FC NORRIS CANAL,"No. 25,   Norris Canal Road , Colombo 10",6.9224477,79.8659523,Cargills
1323,EX TRILLIUM RESIDENCE,"No. 153, Elvitigala Mawatha, Colombo 08",6.9039429,79.877699,Cargills
1428,FC WARIYAPOLA,"No. 107, Kurunegala Road, Wariyapola.",7.6202257,80.245668,Cargills
1321,EX KURUWITA,"No 96, Main Road, Kuruwita,",6.8218403,80.3615079,Cargills
1322,EX RUWANWELLA,"No.114, Main Street, Ruwanwella.",7.0861437,80.2750658,Cargills
1319,EX DIGANA,"Methsiripaya, New Town, Rajawella, Digana.",7.2963549,80.7301035,Cargills
1434,FC KADURUWELLA,"No. 896, Batticaloa Road, Kaduruwela",7.9286977,81.0340589,Cargills
1431,FC KILINOCHCHI,"No. 7-10 Anthoneypillai Building, Karadibokku, Kilinochchi.",9.3802886,80.3769999,Cargills
1327,EX SUWARAPOLA,"No. 428, Moratuwa Rd, Suwarapola, Piliyandala.",6.7943316,79.9041149,Cargills
1326,EX KOTIYAKUBURA,"No. 146, Ruwanwella Road, Kotiyakumbura.",7.2185001,80.204841,Cargills
1420,FC MANCHANTHODUWAI,"No. 488 New Kalmunai Road, Manchanthoduwaii",7.7212716,81.7035739,Cargills
1435,FC WELIMADA,"No. 11 Boralanda Road, Welimada",6.8941143,80.8703383,Cargills
1429,FC BATTICALOA 02,"No.03, Gnanasooriyam Square, Trinco Road, Batticaloa.",7.7260247,81.6903646,Cargills
1331,EX BENTOTA,"No. 118, Pahurumulla, Galle Road, Bentota",6.4255312,79.997709,Cargills
1430,FC GALEWELA,"No. 210, Kalawewa Junction, Galewala",7.7597527,80.5709748,Cargills
1443,FC PUTTALUM,"No. 97B, Kurunagala Road, Puttalam.",7.4521165,80.3452543,Cargills
1439,FC POTHUVIL,"Kaleej Front Buildingâ€, Main Street, Pothuvil.",6.8752706,81.8306334,Cargills
1446,FC WARD PLACE,"No. 48, Ward Place, Colombo-07",6.9159721,79.8701853,Cargills
1448,FC ERAVUR,"No. 42,44, Main street, Eravur",7.7768972,81.6042028,Cargills
1341,EX MELSIRIPURA,"Cargills Food City Express, Dambulla Road , Melsiripura",7.6378926,80.5051478,Cargills
1342,EX NELLIYADI,"No.163, Jaffna Road, Nelliyady.",9.6943052,80.0155802,Cargills
1453,FC SAMANTHURAI,"No. 32/2, Ampara Road,Viliniyady Junction,Sammanthurai.",7.3643792,81.8044054,Cargills
1343,EX BELIATTA,"No. 52, Tangalle Road, Beliatta",6.0481573,80.7339144,Cargills
1457,FC THISSAMAHARAMA,"No. 142, Hambantota Road, Thissamaharama",6.2791538,81.2876691,Cargills
1339,EX MIDDENIYA,"Liyanage Building, Weeraketiya Road, Middeniya.",6.2456851,80.7655493,Cargills
1335,EX GALGAMUWA,"No. 37, Anuradhapura Road, Galgamuwa",7.992446,80.2689462,Cargills
1338,EX MALWANA,"No.52/10/A Main Street, Malwana",6.947975,80.0145596,Cargills
1455,FC CHUNNAKAM,"No. 91, K. K. S. Road, Chunnakam.",9.7387528,80.0248317,Cargills
1350,EX MATALE ROSE ST,"No. 1/15, Rose Street,Matale.",7.4707049,80.6238192,Cargills
1324,EX ALAWWA,"No. 151, Giriulla Road,Alawwa.",7.2396301,80.125241,Cargills
1352,EX SOUTHERN HIGHWAY A,"Cargills Food City Express A ,Canowin Arcade ,Welipenna Rest area.",6.4683752,80.0795258,Cargills
1353,EX SOUTHERN HIGHWAY B,"Cargills Food City Express B,Canowin Arcade,Welipenna Rest area.",6.4683752,80.0795258,Cargills
1464,FC PALLEKELE,"No. 396, Digana Road, Pallekele",7.294184,80.7380716,Cargills
1155,FC AMBALANTHOTA,"No 129, Jayantha Building, Tangalle Road, Ambalantota.",6.1258545,81.110808,Cargills
1444,FC GALLE 02,"No. 10/8, Wakwella Road, Galle",6.035213,80.2171656,Cargills
1349,EX KARANDENIYA,"No.343, MAHAHENDHANDA, KARANDENIYA",6.2683217,80.0898085,Cargills
1460,FC KATUGASTOTA2,"No. 452, Katugastota road, kandy",7.3209701,80.6275694,Cargills
1355,EX ERIYAGAMA,"No.180, Colombo road, Eiryagama.",6.9350815,79.9845577,Cargills
1466,FC AMBALANGODA2,"No. 37, New Road, Ambalangoda.",6.2441521,80.0590804,Cargills
1364,EX DEANS ROAD,"No. 153, Deans Road,Colombo 10",6.9246891,79.8651595,Cargills
1375,EX BUTTALA,"No. 36, Monaragala Road,Buttala.",6.7619287,81.2504407,Cargills
1459,FC AKURESSA,"No.83 Matara Road,Akuressa",5.9682934,80.3722812,Cargills
1467,FC GATAMBE,"No.496, Gatambe, Peradeniya.",7.271285,80.5979973,Cargills
1379,EX GINIGATHHENA,"No.120/1 ,Nawalapitiya Road,Ginigathhena",7.0549359,80.5343204,Cargills
1357,EX AMPITIYA,"No. 63 Kandy Road,Ampitiya.",7.2922664,80.6320435,Cargills
1469,FC WELIGAMA,"No. 454,Old Galle Road,Weligama.",5.9773782,80.4288487,Cargills
1370,EX HIKKADUWA,"No. 162 Galle Road,Hikkaduwa",6.1431515,80.0996329,Cargills
1372,EX DERANIYAGALA,"No. 58, Dehiowita Road,Deraniyagala",6.9349198,80.3380213,Cargills
1366,EX HABARADUWA,"Dassana Building,Galle Road,Habaraduwa.",6.0164711,80.2487968,Cargills
1381,EX HABARANA,"No. 72,Trincomalee  Road,Habarana.",7.7163769,81.6986759,Cargills
1371,EX WATTEGAMA,"No. 31, Matale Road, Wattegama",7.3651474,80.6168886,Cargills
1148,FC JAFFNA,"No.420, Hospital Road,Jaffna.",9.6651936,80.0137541,Cargills
1471,FC COTA ROAD,"No. 260, N.M Perera Mawatha, Cota Road, Colombo 08",6.913648,79.8827858,Cargills
1377,EX IBBAGAMUWA,"No. 5, Dambulla Road, Ibbagamuwa.",7.7170964,80.5504311,Cargills
1470,FC WELLAWAYA,"No. 32 Hambanthota Road,Wellawaya.",6.1183591,81.0697335,Cargills
1368,EX GODAKAWELA,"Main Street, Godakawela.",6.504906,80.6521139,Cargills
1383,EX MADAWACHCHIYA,"No. 102, Jaffna Road,Medawachchiya.",8.3924924,80.4408805,Cargills
1360,EX GELIOYA,"No,35/D, Peradeniya Road,Gelioya.",7.2816136,80.6209311,Cargills
1386,EX RAMBUKKANA,"No 57, Mawanella Road,Rambukkana.",7.2528432,80.4465493,Cargills
1385,EX DENIYAYA,No. 04 Pallegama Road Deniyaya.,6.3159694,80.5171662,Cargills
1475,FC MATHUGAMA,"No. 93, Kalutara Road,Mathugama",6.5223394,80.1121459,Cargills
1387,EX KATUGODA,"No. 1/389, Matara Road,Katugoda, Galle",6.0340143,80.2354549,Cargills
1484,FC MARINE CITY,"No 46, Station Road,Dehiwala.",6.8509257,79.8626531,Cargills
1481,FC MATALE2,"No. 666,Trincomalee street,Matale",7.3027377,80.6358927,Cargills
1394,EX GALAGEDARA,"No. 200/C Hospital Junction, Galagedara.",7.3699683,80.5327324,Cargills
1393,EX MULLAITTIVE,"No 197, P.W.D.Road , Mullathiv",22.6524214,88.3758803,Cargills
1717,EX POOJAPITIYA,"No 6/1/C, Owissa Road, Poojapitiya.",7.3792131,80.5910567,Cargills
1726,EX ANAMADUWA,"No 106, Puttalama Road, Anamaduwa.",7.8799403,80.0086588,Cargills
1727,EX MAGGONA,"No. 396/5, Galle Road, Maggona",6.472375,79.9845026,Cargills
1728,EX ASCON RESIDENCE,"No. 608-1/35, Dr. Danister de Silva Mawatha, Dematagoda.",6.9379638,79.878569,Cargills
1724,EX NELUWA,"No. 10, Sawijaya Building, Dellawa Road, Galle.",6.3669453,80.4002941,Cargills
1490,FC NARAMMALA,"No. 161, Negombo Road,Narammala.",7.4272644,80.2140722,Cargills
1718,EX AHANGAMA,"No.55/A,Galle Road, Piyadigama, Ahangama.",6.4190267,80.0024827,Cargills
1735,EX MALKADUWAWA,"FOOD CITY  EXPRESS â€“MALKADUWAWA,Molawatta, Malkaduwawa,Kurunegala.",7.4740428,80.3421984,Cargills
1739,EX MAKULUDUWA,"No 16 B,Makuluduwa,Piliyandala.",6.815868,79.9265931,Cargills
1736,EX KATARAGAMA,"No 53/1/1/2, Sella Road, Kataragama.",6.4135463,81.3325679,Cargills
1741,EX MANNAR,"No Road 01 ,Pallimulei Mannar",8.9809743,79.9044149,Cargills
1738,EX KALMUNAI,"Cargills Food City, Saindhamaruthu, Kalmunai",7.4137924,81.8272433,Cargills
1743,EX KEKIRAWA,"No 15, Malawa Village,Central Road, Kekirawa",8.042103,80.593833,Cargills
1745,EX RAHULA JUNCTION,"No. 39,Perera MW,Buthgamuwa Rd,Rajagiriya",6.9142024,79.9050221,Cargills
1746,EX MALIGAWATTE2,"No.227, Saddharma Mawatha, Maligawatte, Colombo 10",6.9386902,79.8747583,Cargills
1749,EX ALADENIYA,"No. 418/A, Kurunegala Road,Aladeniya,Werallagama â€“ Kandy.",7.330693,80.5688428,Cargills
1550,FC MATARA 02,"No. 28,37 ,Araliya Mawatha ,Kotuwegoda ,Matara.",5.9441958,80.5547718,Cargills
1559,FC ANURADHAPURA 02,"No.46 Maithreepala Senanayeke Mawathe,Anuradapura",8.3192025,80.3990352,Cargills
1498,FC KURUNEGALA 03,"Cargills food city No.200/Colombo road,Kurunegala - 03",7.4817695,80.3608876,Cargills
1571,FC DAMBULLA 02,"No.166, Kurunegala Rd, Dambulla",7.8678015,80.6460586,Cargills
1567,FC KEGALLE 02,"No: 75/10, Hitinawatta Rd, Nidahas Mw, Kegalle",7.2513317,80.3463754,Cargills
1584,FC MAHIYANGANAYA,"NO.113,TILE FACTORY RD,MAHIYANGANAYA",7.342896,80.9932316,Cargills
1756,EX BINDUNUWEWA,"Cargill Food City - Express, HILL SIDE, BINDUNUWEWA",6.8431887,81.002301,Cargills
1579,FC MIRISSA,"Mahawaththa,  Galle Road, Mirissa.",5.948262,80.4715866,Cargills
1760,EX THALDUUWA,"No. 499/A, Thalduwa, Avissawella",6.9671512,80.229343,Cargills
1589,FC ALUTHGAMA 02,"No:107 or 107/3, Galle Rd, Kaluwamodara, Aluthgama",6.435942,79.9964238,Cargills
1592,FC PILIMATHALAWA 02,"No. 231 ,Urapola, Pilimathalawa.",7.2640563,80.5389834,Cargills
1759,EX MARADANA 02,"205 1/1 ,Maradana Road ,Colombo 10.",6.9189885,79.8731836,Cargills
1763,EX URAGASMANHANDIYA,"No. 5 , L.S.Mawatha ,Uragasmanhandiya.",6.349044,80.0978637,Cargills
